id,showId,guestId,transcriptId
5b2db6bb-9938-4c5d-b60b-d79b099c1d66,syntax_podcast_show_00640,73e558d6-0980-4879-9463-7d4270682635,
5d36d477-699d-4cfa-ac46-b76452f71857,syntax_podcast_show_00634,e261d4b7-0213-43fe-b262-e9eb10ba0222,
60542984-136b-446d-a205-eef09d15322d,syntax_podcast_show_00646,0ec997f0-2c90-4fae-9647-6d174db9b9ce,
610f7ec3-e840-448e-bc46-21d8be2df1ec,syntax_podcast_show_00484,a06f6195-7c01-4cd3-9058-4c0888d956bb,
68ffd699-bde0-4000-b2ee-6e548bb2104d,syntax_podcast_show_00682,71f74245-7d69-483a-b838-0619ea9cbecd,
6d3679cf-09d9-4980-bcba-4f39313e7cbf,syntax_podcast_show_00538,51bc398d-093f-4989-9f79-ecf6e4444fe4,
6dad8448-440c-49f6-a3fe-4e09dfc7311a,syntax_podcast_show_00457,445b630c-be84-4644-8a7c-d0aa476db4d8,
6e405c2f-5f99-46b7-bf62-5d432e1dbda6,syntax_podcast_show_00144,f9d174aa-93d8-4a31-87d8-db7c7f569c00,
6fb9af85-df52-4fe5-976e-23b5f3b29c52,syntax_podcast_show_00673,a73c9c96-9a26-49ab-80c4-cabcc9b4c3ac,
71239fe7-712c-4604-a59a-abc7672c1700,syntax_podcast_show_00212,add00e02-61ee-4310-baac-47da1856266d,
784e6fbd-2b4a-4104-a84a-13292da5a1fa,syntax_podcast_show_00416,373e2985-fec9-4461-adef-14ccd4ca7a76,
795c7909-34e6-4462-8d8c-96ee0090345a,syntax_podcast_show_00631,270f7adf-ffb5-423f-b179-9d93eb59fbc9,
7ab4c76f-115b-4d93-8c14-1a6a05b11551,syntax_podcast_show_00496,f70c4fb1-1f1f-4e7e-9130-860a21c0309f,
7ed71d65-e7b4-4732-a344-7d87760a8bd3,syntax_podcast_show_00637,e4730765-169b-4d69-8a96-85a8a20309e8,
7f14651e-4d13-4e6f-9d6a-67714d25fc41,syntax_podcast_show_00098,d072f986-0509-4e9e-9f6a-480859427ee2,
8398974e-9801-4c09-8d7a-d601a7bb21f6,syntax_podcast_show_00607,636ec37b-1389-4870-8747-e03a5be01b7f,
866fde76-7e6d-4f58-8b49-e911236baa0a,syntax_podcast_show_00667,5c1b28d2-40a4-4a26-ba91-e721420a2140,
8787c0d7-bafd-48e0-be3d-a1e9e0ada401,syntax_podcast_show_00688,613fc4c4-bebf-4295-9f7f-3ea4b24ff4f9,
879cb942-3470-4ccf-8096-f1102c764151,syntax_podcast_show_00700,c90c8d76-ab38-44a1-873b-f2ac81d82415,
8883bb28-6541-4cea-9b02-9836d2a15d1f,syntax_podcast_show_00374,73c15d42-e19f-4064-99c3-9726a906e9fb,
8c265a74-5c02-40f3-b58c-0f82bd557346,syntax_podcast_show_00330,0115f161-4547-4665-97a1-cd34dc4d94c2,
8cd27d27-c25a-48c9-b673-ffa66c761237,syntax_podcast_show_00652,90b70626-9cad-447c-a00f-36e3df4f59fe,
8e70ceee-d8e1-41c1-8643-de8b2ebf7909,syntax_podcast_show_00475,8dcd396d-652b-4edd-956d-d723174ec4cd,
8f3b5e35-4aa0-4aba-bfbb-aeedf2fd4a3a,syntax_podcast_show_00246,71f15836-4f2e-496a-b37a-aaa1bb074007,
91dce89d-f019-43c5-a5d3-2208c10936b3,syntax_podcast_show_00691,f958e9fa-de3a-45f0-9ef5-7ed54072cf7d,
936be50e-c5c3-46e6-bf14-36b05f02accb,syntax_podcast_show_00142,4ea1905b-b1e6-492a-9b71-3a19d9db9472,
94c9af16-ee18-458f-83b9-c5af3d138c83,syntax_podcast_show_00404,1225d40d-ba6d-4e98-9ad2-8abaaeae2a73,
9a771c6d-e5f2-46e1-b4eb-fe06dd88d215,syntax_podcast_show_00705,fed86238-d2a2-402c-a37d-d559fa407aa0,
9cf9f83a-f12e-486f-8a57-d9e9e08082a0,syntax_podcast_show_00502,e45055e2-6436-48d7-ae97-815ab7d0fe8e,
9ea2a752-b25c-4f2d-b1b7-fc233bc86dd4,syntax_podcast_show_00670,8b54e975-a2e9-483f-af27-3e39e0eccf7c,
9f793aa5-e2fa-45c1-b509-c35b33ef3cff,syntax_podcast_show_00150,a74bf07a-6368-4c17-aa4a-9f60bd915a41,
a067eb2b-0f7c-4fea-b727-d51d2ff9f91b,syntax_podcast_show_00270,c545c6d4-e023-4a1a-9d38-744a39c49bcb,
a0e779af-40af-4418-b2a1-652ff55f83e7,syntax_podcast_show_00362,2b1e1464-c80a-4485-bf6b-fac507cc8f1d,
a2103518-f1ff-4dbf-adbb-dab9cf7d43a3,syntax_podcast_show_00487,6fd870b1-a174-4d59-9c82-c5f99aa3b2bf,
a2e74e4a-f78a-4b15-94ac-0209f2ae0a5c,syntax_podcast_show_00184,c48aa268-dcd4-48b1-8bef-8c8b3b4f5969,
a50a7078-fe76-4f14-b55b-53fa677a4bb5,syntax_podcast_show_00559,6b6958a3-c137-4018-9763-748928cef6e3,
ad7bcd7d-ce75-448a-ade0-30c002b10569,syntax_podcast_show_00595,2e4a2d14-41fb-43d7-a32e-2caae253c6a2,
b10d7436-fcc9-4f4e-bcbb-c5a4de6e72ce,syntax_podcast_show_00298,44a43cbb-c371-4078-bd23-0bab3c620252,
b18097c8-7aa2-4d3d-83c3-29112e5c4e6f,syntax_podcast_show_00374,b6fa1079-3c0d-4d81-ad8c-91d481f17be5,
b2d932ee-aa03-44a5-bb02-b2818b1ac12e,syntax_podcast_show_00256,811ef008-261a-4998-8155-e94b71545504,
b31d1388-b143-49d4-8e2f-cdffbe37a0f6,syntax_podcast_show_00600,68918036-daec-413e-8111-1580ab99e5f1,
b8bdf85a-6bdd-4438-837d-796d6b8e0303,syntax_podcast_show_00469,2498daa6-828d-4177-8d1f-3f6f219169f3,
bad21fb0-49b3-4232-8801-c70f5275a152,syntax_podcast_show_00514,f0c7d7fd-9e3e-421e-b72c-3758e123c532,
bc480c5f-f8b6-4882-b4ed-2b66035c5459,syntax_podcast_show_00601,fa9658a1-0261-4877-8e0b-e2e6d04b88a1,
bf1171ed-94e4-4813-9542-1e0109e55148,syntax_podcast_show_00154,dbc5ec85-6310-4eb6-8580-1aa1348ee09b,
c081e436-e57f-4c09-9792-816ff2e1f7b2,syntax_podcast_show_00577,2d4a809a-afca-4a7e-a050-0eb62ff8f9a5,
c1209471-623b-4b00-b523-2b2c049a110b,syntax_podcast_show_00613,3129d04f-359c-424f-86ee-bc8847293a3e,
c27cb77f-559d-43f4-87b3-9c5a4ec97822,syntax_podcast_show_00505,9b0a900b-6b5a-4539-bbde-d8cdccd62c84,
c2fdc3d2-cbc0-461b-b1df-65425d067b36,syntax_podcast_show_00416,76b31178-64fb-4580-bcd0-4a29d14aa200,
c3169203-f8f6-417d-9e20-8fd5f681037d,syntax_podcast_show_00511,e436fd86-4653-4548-9c32-0e99c4a9bc22,
c4fc9e5d-5948-4f39-bead-9d43186713d2,syntax_podcast_show_00598,e59e1a8d-9772-4a50-bf4f-6899d8ab37c8,
c50f1a6b-e243-4d0a-907f-61d935f42071,syntax_podcast_show_00526,c050735b-0fab-4fd5-a65e-8000c4e6cb8c,
c5e0696b-8796-467a-bcce-9bc4271e6638,syntax_podcast_show_00565,49203747-a989-42a6-80f8-d9f010cbbbd1,
c65a48b8-5456-48dd-83f5-a99675caabe7,syntax_podcast_show_00691,d1cb4ef4-a466-441e-9c39-621fc9be7ef1,
caf65805-50a1-448e-8e84-043b5b0db643,syntax_podcast_show_00580,add00e02-61ee-4310-baac-47da1856266d,
cca2f36d-b506-4de8-a659-50d98f2c4433,syntax_podcast_show_00508,4533bbe8-ae0a-4257-995c-9ad14f43ccc5,
cdc5b499-07b2-46fc-8991-9ff1af9d7558,syntax_podcast_show_00544,8739900b-9fe3-405a-8e67-1999e996f642,
cecb78bb-f9b0-451e-a933-51559a8cfa97,syntax_podcast_show_00236,8b54e975-a2e9-483f-af27-3e39e0eccf7c,
d078c826-9c94-425a-9742-223493684cc9,syntax_podcast_show_00190,3250bc02-a42d-45c2-b611-c46708c52b7a,
d22e1674-75fe-4183-b606-ee2b4518d024,syntax_podcast_show_00556,ff2c430d-7884-4e43-901a-65b05dfbf6b0,
d467822c-0f4a-4ea8-974a-4c8f426ce5c6,syntax_podcast_show_00499,7aba04f1-36c2-4f03-989a-646e0334e898,
d770fe29-12fc-44ed-8847-3595b42e141f,syntax_podcast_show_00571,995f373e-b121-4a35-b979-456b7dcd3d02,
d92f2b59-f98d-462b-99f5-f45c9910ceaf,syntax_podcast_show_00302,3b0251d2-e109-4795-b21a-ca615354b811,
df6c8c17-a4cd-41f5-a888-ea1b0c92bc9e,syntax_podcast_show_00664,add00e02-61ee-4310-baac-47da1856266d,
df871865-6ff0-489e-8ef8-dc5117492676,syntax_podcast_show_00466,dce53b10-0839-41a9-a130-8742701cb79f,
e300e3de-85e0-4b84-a7b0-b375a6305cec,syntax_podcast_show_00583,19a3f83b-de3d-4bd3-8329-6f9c8aacc31a,
e448c609-ae33-4c83-81e6-be543cdf6dc9,syntax_podcast_show_00490,bb0bf9c1-df2c-40c2-b4f6-f2cbc0ad37be,
e6fc4c67-c0b6-490a-9250-0649bf88c537,syntax_podcast_show_00164,00c03566-061b-4d1c-a056-7ce6f01ab080,
e86f9a0f-87c7-4000-aa0f-37e66cf646c3,syntax_podcast_show_00478,7968c23b-b917-4fd1-afd0-0a9d6e6e4ead,
ec1f9477-b2be-46f4-812b-21f88f5d35de,syntax_podcast_show_00607,26e07c05-bb55-43cf-b641-3a0bf56eaf68,
ec88b3eb-03d4-46db-8de1-d7a4664941cc,syntax_podcast_show_00622,b76e1be6-7af0-4d61-8fd6-d6bbcfd8d47f,
ef3e89c7-4f75-49dc-98ca-fae3acfffbea,syntax_podcast_show_00481,6a17ec3b-1570-42e4-8ecd-fe3a00fd1b35,
f0c37e8e-9e4b-4c92-a120-7b431c02f40f,syntax_podcast_show_00565,68dc2089-38c4-430f-ae53-cea2fdc5ab36,
f304fcfd-af23-4141-bbf9-79f2aa3ec507,syntax_podcast_show_00622,132d74f9-4bec-478b-8ed9-9b1a33cedd66,
f32799dd-bd9c-480f-b66e-ea350d94040e,syntax_podcast_show_00697,d0ed1922-2127-4b09-9238-658fd45270b9,
f89d9cd6-94f4-47d6-b4dd-c95fde401419,syntax_podcast_show_00520,48be657c-9db4-4208-afe3-8d18387f8343,
f8a728f6-a513-42d8-80b2-e2dcefde887c,syntax_podcast_show_00547,ca591e61-93fd-42d3-bf73-3a611cb8fdff,
fa5661ee-1201-4125-869d-b055fcaa34cb,syntax_podcast_show_00264,36f48799-cf06-436b-894a-0049ee57ac9b,
fd1c2110-eb7a-419c-969a-9a0bab00af79,syntax_podcast_show_00649,bfd1744e-9996-4e4c-802b-125503149ac8,
fd29d35d-6394-4d9b-a9ce-851b1a215362,syntax_podcast_show_00553,d30e0c20-cb8b-402e-acb7-90b3477391e5,
