id,name,url,timestamp,showNote
39,Better Display,https://github.com/waydabber/BetterDisplay,45:54,11
40,Syntax FM,https://syntax.fm,00:25,12
41,"Wes' CSS nesting tweet",https://twitter.com/wesbos/status/1627697402181840896,00:43,12
42,Bling.js,https://github.com/ericelliott/blingjs,28:14,12
43,Lightning CSS,https://lightningcss.dev/,29:39,12
44,Astro,https://astro.build,00:39,13
45,Sentry,https://sentry.io/,01:41,13
46,Vercel,https://vercel.com,23:02,13
47,Civet,https://github.com/civetweb/civet,06:53,14
48,Sanity Grok,https://www.sanity.io/docs/graphql,17:16,14
49,Ask the Code plugin,https://www.askthecode.com/,37:53,14
50,Talk with the Docs plugin,https://talkwithdocs.com/,38:39,14
51,Web Performance Resources,https://www.webperf.tips/,23:12,14
52,Syntax.fm Podcast,https://syntax.fm,00:21,15
53,"Wes' Beginner JS Course",https://LearnJavaScript.today,01:19,15
54,Tricky Bits: Closures Article,https://wesbos.com/javascript-closures,20:34,15
55,"Mark Erikson's ESM blog post",https://blog.isquaredsoftware.com/posts/publishing-packages-esm/,00:36,16
56,Are The Types Wrong?,https://www.arethetypeswrong.com/,32:13,16
57,Satori,https://satori.dev,11:32,17
58,Vercel,https://vercel.com,11:14,17
59,Cloudinary,https://cloudinary.com,14:22,17
60,Puppeteer,https://github.com/puppeteer/puppeteer,18:05,17
61,Playwright,https://playwright.dev/,26:37,17
62,Canva,https://www.canva.com/,29:08,17
63,Sentry,https://sentry.io,00:30,18
64,MacroFactor,https://macrofactorapp.com/,19:21,18
65,Million.js,https://millionjs.org,00:54,19
66,JS Framework Benchmark,https://github.com/krausest/js-framework-benchmark,14:08,19
67,Million.js Kitchen Sink,https://sink.millionjs.org/,48:56,19
68,Syntax Podcast,https://syntax.fm,00:01,20
69,Sentry,https://sentry.io/,04:41,20
70,Syntax podcast,https://syntax.fm,00:01,21
71,Syntax Podcast,https://syntax.fm,00:39,22
72,Dev Tools FM Podcast,https://devtools.fm,02:04,22
73,libavjs,https://github.com/Descript/libavjs,11:24,22
74,Radix UI,https://www.radix-ui.com/,18:41,22
75,XState,https://xstate.js.org/,19:57,22
76,Playwright,https://playwright.dev/,31:49,22
77,Iosevka font,https://typeof.net/Iosevka/,51:51,22
78,Lexical,https://lexical.dev/,56:34,22
79,Shad CN,https://shadcn.com/,58:27,22
80,Sentry,https://sentry.io,00:34,23
81,Promise resolvers,https://github.com/tc39/proposal-promise-with-resolvers,01:37,23
82,Array.at(),https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/Array/at,04:08,23
83,Immutable array methods,https://v8.dev/features/immutable-array-builtins,05:40,23
84,Array.fromAsync(),https://github.com/tc39/proposal-array-from-async,21:51,23
85,Array grouping,https://github.com/tc39/proposal-array-grouping,27:21,23
86,Observable events,https://github.com/allenwb/ESObservables/,31:17,23
87,Import assertions,https://github.com/tc39/proposal-import-assertions,35:18,23
88,Map.emplace(),https://github.com/tc39/proposal-upsert,39:25,23
89,Decorators,https://github.com/tc39/proposal-decorators/,41:31,23
90,Pattern matching,https://github.com/tc39/proposal-pattern-matching,43:49,23
91,Angular,https://angular.io/,05:55,24
92,Lit,https://lit.dev/,05:55,24
93,TC39 Decorator Proposal,https://github.com/tc39/proposal-decorators,04:06,24
94,Flight Control,https://flightcontrol.dev/,00:26,25
95,Blitz JS,https://blitzjs.com/,01:33,25
96,Temporal,https://temporal.io/,25:31,25
97,StackBlitz example,https://stackblitz.com/edit/typescript-8svz9m?file=index.ts,06:07,26
98,Past Syntax episode on stretching,https://syntax.fm/show/157/hasty-treat-stretching-at-your-desk,20:15,26
99,Stylex,https://www.stylex.com,04:25,27
100,Remix,https://remix.run,00:36,28
101,React Router,https://reactrouter.com,00:48,28
102,Cloudflare Workers,https://workers.cloudflare.com,09:49,28
103,Vercel,https://vercel.com,11:55,28
104,Tailwind UI,https://tailwindui.com,17:11,28
105,Structured Clone,https://developer.mozilla.org/en-US/docs/Web/API/StructuredClone,26:19,29
106,Worker Tools,https://worker.tools/,29:19,29
107,Fetch API,https://developer.mozilla.org/en-US/docs/Web/API/Fetch_API,11:10,29
108,new URL(),https://developer.mozilla.org/en-US/docs/Web/API/URL/URL,14:55,29
109,URLSearchParams,https://developer.mozilla.org/en-US/docs/Web/API/URLSearchParams,15:20,29
110,Web Streams,https://developer.mozilla.org/en-US/docs/Web/API/Streams_API,23:00,29
111,File System Access API,https://developer.mozilla.org/en-US/docs/Web/API/File_System_Access_API,36:56,29
112,File API,https://developer.mozilla.org/en-US/docs/Web/API/File,39:36,29
113,Rust By Example - Doc Comments,https://doc.rust-lang.org/rust-by-example/meta/doc.html,14:36,30
114,Cargo,https://doc.rust-lang.org/cargo/,07:09,30
115,Nodemailer,https://nodemailer.com,01:18,31
116,Mailtrain,https://mailtrain.org/,01:30,31
117,Ethereal Email,https://ethereal.email/,01:36,31
118,Email Engine,https://emailengine.app/,01:59,31
119,"Scott's July 4th Post",https://www.stolinski.com/blog/july-4th,01:02,32
120,Miri Smart WiFi Air Purifier,https://mirismart.com/products/wifi-air-purifier,49:21,32
121,Self Closing Braided Cable Sleeve,https://www.aliexpress.com/item/1005004579680213.html,56:34,32
122,Shruti Kapoor Blog Post,https://www.freecodecamp.org/news/form-validation-with-html5-and-javascript/,35:45,33
123,Polyfill.io,https://polyfill.io,00:51,34
124,Fastly,https://fastly.com,01:31,34
125,WASI,https://webassembly.org/docs/wasi/,21:37,34
126,Hono,https://honojs.dev/,37:18,34
127,Worker Tools,https://worktools.dev/,36:23,34
128,"Manuel Matjovic's CSS corrections blog post",https://manuel.matjovic.com/blog/syntax-css-nothing/,10:27,35
129,TS Lab,https://github.com/yuvipanda/tslab,20:38,35
130,Numi,https://numi.app/,25:13,35
131,Light Table,https://www.lighttable.com/,25:20,35
132,Domain name sales Twitter account,https://twitter.com/domainnamesales,40:09,35
133,Syntax.fm,https://syntax.fm,00:03,36
134,val.town,https://val.town,00:39,37
135,Sunbeam,https://sunbeam.io/,40:48,37
136,Seymour Papert,https://en.wikipedia.org/wiki/Seymour_Papert,42:26,37
137,Brett Victor,http://worrydream.com/,48:43,37
138,Dynamic Land,https://dynamicland.org/,48:54,37
139,Future of Coding,https://futureofcoding.org/,49:01,37
140,Tom McWright,https://twitter.com/TMWC,55:37,37
141,Syntax.fm Podcast,https://syntax.fm,00:02,38
142,Wikipedia on Netflix,https://en.wikipedia.org/wiki/Netflix,02:29,38
143,CSS Zen Garden,http://www.csszengarden.com/,44:54,38
144,CodeAI,https://github.com/withspectrum/codeai,04:16,39
145,Amazon CodeWhisperer,https://aws.amazon.com/codewhisperer/,09:59,39
146,GitHub Copilot Labs,https://github.com/features/copilot-labs,10:48,39
147,lintrule,https://lintrule.com/,14:32,39
148,opencommit,https://www.opencommit.dev/,18:15,39
149,Replit Ghostwriter,https://blog.replit.com/ghostwriter,21:15,39
150,Anthropic Model,https://www.anthropic.com/,22:17,39
151,Codegeeks,https://codegeex.com/,24:05,39
152,Codeum AI,https://codeum.ai/,26:37,39
153,TabNine,https://www.tabnine.com/,31:12,39
154,Cloudinary,https://cloudinary.com,00:40,40
155,Space Jellyfish,https://spacejelly.dev/,03:15,40
156,Cloudinary AI,https://cloudinary.com/solutions/ai,05:03,40
157,Midjourney,https://www.midjourney.com/,06:02,40
158,Function Calls API,https://platform.openai.com/docs/guides/function,22:55,40
159,Mojo,https://mojo.dev/,23:14,40
160,Unpick,https://unpick.app/,30:54,40
161,Sentry,https://sentry.io/,34:22,40
162,Next.js Examples,https://github.com/vercel/next.js/tree/canary/examples,35:41,40
163,Microsoft Edge Select Menu,https://github.com/MicrosoftEdge/Demos/blob/main/select-menu/README.md,17:00,41
164,Shoelace Web Components,https://shoelace.style/,26:32,41
165,WonderCraft AI,https://www.wondercraft.ai/,39:29,41
166,Lightning CSS,https://www.lightningcss.dev/,00:27,42
167,oklch.com,https://www.oklch.com/,06:18,42
168,Syntax.fm,https://syntax.fm,28:54,42
169,Flask,https://flask.palletsprojects.com/,02:33,43
170,Jinja,https://jinja.palletsprojects.com/,02:47,43
171,Twig,https://twig.symfony.com/,02:55,43
172,Celery,https://docs.celeryq.dev/,06:50,43
173,RabbitMQ,https://www.rabbitmq.com/,09:09,43
174,Kafka,https://kafka.apache.org/,08:41,43
175,Stripe,https://stripe.com/,12:17,43
176,GlobalCollect,https://www.ingenico.com/globalcollect,12:17,43
177,PyO3,https://pyo3.rs/,42:36,43
178,Maturin,https://github.com/PyO3/maturin,42:50,43
179,NumPy,https://numpy.org/,43:12,43
180,SciPy,https://www.scipy.org/,43:12,43
181,Next.js,https://nextjs.org/,47:43,43
182,Rye,https://github.com/mitsuhiko/pipsi,55:18,43
183,Syntax,https://syntax.fm,00:01,44
184,Prisma,https://www.prisma.io/,24:41,44
185,Drizzle,https://drizzle.dev/,34:26,44
186,I Think You Should Leave,https://www.netflix.com/title/80986854,53:49,44
187,Namecheap,https://www.namecheap.com/,12:51,45
188,GoDaddy,https://www.godaddy.com/,18:06,45
189,Gandi,https://www.gandi.net/,19:48,45
190,Hover,https://www.hover.com/,22:17,45
191,Name.com,https://www.name.com/,24:26,45
192,Cloudflare,https://www.cloudflare.com/,26:53,45
193,Porkbun,https://porkbun.com/,21:37,45
194,101 Domain,https://www.101domain.com/,20:28,45
195,DNSimple,https://dnsimple.com/,31:46,45
196,Domainer,https://domainr.com/,33:10,45
197,I Want My Name,https://iwantmyname.com/,33:16,45
198,"Dustin's dotfiles",https://github.com/dshauforward/dotfiles,46:54,46
199,Fly.io,https://fly.io/,51:38,46
200,Figma database deep dive,https://www.figma.com/blog/how-figmas-database-infrastructure-evolved-over-10-years/,52:23,46
201,JS Nation,https://www.js-nation.com/,01:56,47
202,Render Atlanta,https://renderatl.com/,02:38,47
203,OpenAI,https://openai.com/,04:55,47
204,Async Context API Proposal,https://github.com/tc39/proposal-async-context,02:13,48
205,Next.js Usage,https://nextjs.org/docs/basic-features/data-fetching#accessing-the-request-and-response-objects,10:18,48
206,Excess,https://www.exceedjs.com/,04:14,49
207,JerryScript,https://jerryscript.net/,05:15,49
208,Rocky.js,https://developer.pebble.com/docs/rockyjs/,05:15,49
209,Tesla,https://tessel.github.io/,06:34,49
210,Hoodie,https://hood.ie/,07:40,49
211,Stack-Chan,https://www.niche-life.com/stack-chan/,17:18,49
212,Arduino,https://www.arduino.cc/,25:59,49
213,Johnny-Five,http://johnny-five.io/,27:09,49
214,J5e,https://j5e.dev/,27:19,49
215,ECMA-419,https://www.ecma-international.org/publications-and-standards/standards/ecma-419/,22:39,49
216,WLED,https://github.com/Aircoookie/WLED,07:17,50
217,Unraveling the mysteries of resistors,https://www.youtube.com/watch?v=WxipoY0y7XM,38:29,50
218,ESP Rust book,https://esp-rs.github.io/book/,51:16,50
219,Syntax Website Repo,https://github.com/SyntaxFM/syntaxfm.github.io,12:46,51
220,GitHub Actions Course,https://leveluptutorials.com,22:36,51
221,OpenAI,https://openai.com,00:36,52
222,ChatGPT,https://chat.openai.com/,01:28,52
223,GitHub Copilot,https://copilot.github.com/,08:45,52
224,JSDoc Documentation,https://jsdoc.app/,00:00,53
225,TypeScript Handbook - JSDoc Reference,https://www.typescriptlang.org/docs/handbook/jsdoc-supported-types.html,00:00,53
226,SvelteJS,https://svelte.dev/,00:33,53
227,Rich Harris on Svelte without TypeScript,https://www.youtube.com/watch?v=YAlrNjDLhaA,00:33,53
228,Syntax.fm,https://syntax.fm,00:37,54
229,LCH color,https://lea.verou.me/2020/04/lch-colors-in-css-what-why-and-how/,14:32,54
230,GitHub Next,https://githubnext.com,00:59,55
231,Ariakit,https://ariakit.org,01:00,55
232,Liveblocks,https://liveblocks.io,01:01,55
233,Syntax GitHub Repo,https://github.com/SyntaxFM/syntaxfm,04:53,56
234,Node executable docs,https://nodejs.org/api/cli.html#executable,00:30,57
235,Dino,https://deno.land/,15:34,57
236,Bun,https://bun.sh/,15:49,57
237,Scroll Driven Animations,https://scroll-driven-animations.style/,55:22,58
238,Reactathon,https://www.reactathon.com/,00:02,59
239,SvelteKit,https://kit.svelte.dev/,05:12,59
240,CSS custom properties,https://developer.mozilla.org/en-US/docs/Web/CSS/--*,08:20,59
241,AWS Certifications,https://aws.amazon.com/certification/,22:01,59
242,Sentry,https://sentry.io,30:47,59
243,Lodash,https://lodash.com/,37:55,59
244,Fetch API,https://developer.mozilla.org/en-US/docs/Web/API/Fetch_API,43:55,59
245,React Native,https://reactnative.dev/,45:18,59
246,DaisyDisk,https://daisydiskapp.com,04:30,60
247,BundlePhobia,https://bundlephobia.com,10:35,60
248,core-js,https://www.npmjs.com/package/core-js,10:11,60
249,PNPM,https://pnpm.io/,18:08,60
250,npkill,https://www.npmjs.com/package/npkill,23:00,60
251,gradient.style,https://gradient.style,08:25,61
252,Disney Animation Principles,https://www.youtube.com/watch?v=haa7n3UGyDc,19:09,61
253,live-transitions.pages.dev,https://live-transitions.pages.dev/,20:53,61
254,Open Props CSS gradients,https://open-props.style/,23:49,61
255,Syntax.fm,https://syntax.fm,00:01,62
256,FlightControl,https://flightcontrol.dev/,12:01,62
257,Railway,https://railway.app/,14:08,62
258,Preact Signals,https://github.com/preactjs/signals,12:34,63
259,Mux,https://mux.com,01:40,64
260,Open UI,https://open-ui.org,20:08,65
261,Century,https://century.io,53:51,65
262,Blue Sky,https://blueskyweb.org/,00:10,66
263,Mastodon,https://mastodon.social/,02:20,66
264,Nostr,https://nostr.io/,02:55,66
265,Substack,https://substack.com/,02:45,66
266,Damo,https://damus.io/,02:55,66
267,Warp,https://www.warp.dev/,00:47,67
268,"Zach's Blog",https://zach.lloyd.co/,00:52,67
269,Flutter,https://flutter.dev/,19:27,67
270,HarfBuzz,https://www.freedesktop.org/wiki/Software/HarfBuzz/,28:57,67
271,Prisma,https://www.prisma.io/,06:34,68
272,Voucherify,https://voucherify.io/,20:06,68
273,Vercel,https://vercel.com/,10:05,68
274,PlanetScale,https://planetscale.com/,35:00,68
275,SvelteKit,https://kit.svelte.dev/,11:29,68
276,Sentry,https://sentry.io/,09:40,68
277,Syntax.fm,https://syntax.fm,00:06,69
278,Solid JS,https://www.solidjs.com/,10:04,69
279,Termageddon,https://termageddon.com,00:39,70
280,Neumann,https://www.neumann.com/,01:50,71
281,MT48,https://www.neumann.com/mt48,02:50,71
282,Better Color Tools,https://better-color-tools.com/,15:08,72
283,ESLint RFCs,https://github.com/eslint/rfcs,43:56,73
284,Languages Plugin RFC,https://github.com/eslint/rfcs/pull/86,43:56,73
285,Lea Verou CSS Nesting Explainer,https://lea.verou.me/2020/09/nesting-in-css-with-scope/,17:24,74
286,MDN Dialog,https://developer.mozilla.org/en-US/docs/Web/HTML/Element/dialog,19:39,75
287,W3C Spec,https://www.w3.org/TR/html53/interactive-elements.html#the-dialog-element,19:39,75
288,Tomagui,https://tomagui.dev,00:37,76
289,Syntax.fm,https://Syntax.fm,00:00,76
290,Sentry,https://sentry.io,00:43,77
291,Syntax.fm,https://syntax.fm,00:58,77
292,OAuth 2 Simplified,https://aaronparecki.com/oauth-2-simplified/,00:30,78
293,10up,https://10up.com,01:12,79
294,Syntax podcast,https://syntax.fm,00:01,80
295,Custom Elements Everywhere,https://custom-elements-everywhere.com/,21:43,82
296,Template Instantiation proposal,https://github.com/tc39/proposal-template-instantiation,13:07,82
297,Sentry,https://sentry.io/,00:33,83
298,Obsidian,https://obsidian.md/,27:45,83
299,"Travis's YouTube Channel",https://www.youtube.com/travisneilson,04:45,84
300,Midjourney,https://www.midjourney.com/,34:37,84
301,Spotify,https://www.spotify.com/,20:07,84
302,Syntax podcast,https://Syntax.fm,00:00,85
303,Sentry,https://sentry.io/,00:37,85
304,Tailwind UI,https://tailwindui.com,17:00,85
305,ngrok,https://ngrok.com,20:53,86
306,Cloudflare Tunnel,https://developers.cloudflare.com/cloudflare-one/connections/connect-apps,23:24,86
307,Sentry,https://sentry.io/,01:12,87
308,SST,https://sst.dev/,03:15,87
309,Vercel,https://vercel.com/,06:02,87
310,Open Next.js,https://opennextjs.org/,07:59,87
311,Serverless Next.js,https://github.com/serverless-nextjs/serverless-next.js,09:09,87
312,Cloudflare Workers,https://workers.cloudflare.com/,15:03,87
313,Sentry,https://sentry.io/,01:21,88
314,FlexSearch,https://github.com/nextapps-de/flexsearch,10:59,88
315,OpenAI Whisper,https://github.com/openai/whisper,15:33,88
316,MDN Web Streams,https://developer.mozilla.org/en-US/docs/Web/API/Streams_API,02:33,89
317,Sentry,https://sentry.io/,01:03,89
318,"Eric's Company PureFunk",https://purefunk.co/,01:51,90
319,Sentry,https://sentry.io/,03:03,91
320,StackBlitz,https://stackblitz.com,02:49,92
321,CodeSandbox,https://codesandbox.io,02:49,92
322,Svelte,https://svelte.dev,04:32,92
323,Replit,https://replit.com,06:19,92
324,Figma,https://figma.com,21:11,92
325,PenPod,https://penpot.app,22:46,92
326,Builder.io Demo,https://www.builder.io/demo,13:01,93
327,Sentry,https://sentry.io,02:45,94
328,OpenAI,https://openai.com/,09:48,94
329,Midjourney,https://www.midjourney.com/,10:17,94
330,TensorFlow,https://www.tensorflow.org/,18:36,94
331,Sentry,https://sentry.io,00:52,95
332,Prettier,https://prettier.io,20:39,95
333,ESLint,https://eslint.org,27:08,95
334,Stylint,https://stylelint.io,27:10,95
335,Astro,https://astro.build,00:43,96
336,MDX,https://mdxjs.com/,12:47,96
337,Remix,https://remix.run/,15:05,96
338,SvelteKit,https://kit.svelte.dev/,15:05,96
339,Open Next,https://open-next.js.org/,17:55,96
340,Syntax.fm,https://Syntax.fm,00:01,97
341,Command Line Power User,https://commandlinepoweruser.com,10:25,97
342,Sentry,https://sentry.io/,01:48,98
343,Better Stack,https://betterstack.com/logtail,21:18,98
344,Winston,https://github.com/winstonjs/winston,22:54,98
345,Solid JS,https://www.solidjs.com/,00:00,99
346,Knockout JS,https://knockoutjs.com/,05:00,99
347,Marco JS,https://github.com/paypal/marco,07:06,99
348,Sentry,https://sentry.io/,01:24,100
349,Syntax,https://syntax.fm/,00:03,100
350,Klein wire strippers,https://www.kleintools.com/catalog/combination-cutting-tools/hybrid-pliers-stripper-cutter-long-nose-k12065cr,05:58,101
351,Server-side rendering web components,https://www.toptal.com/front-end/server-side-rendering-web-components,14:05,101
352,SSR with Next.js,https://css-tricks.com/building-web-components-with-vanilla-javascript/,14:56,101
353,Vite Auto Open File,https://gist.github.com/wesbos/da56b8700e5f2025e118bfa8f57e5c0c,08:24,102
354,Kent C Dodds Twitter thread,https://twitter.com/kentcdodds/status/1292092713911312385,13:11,102
355,Qwik,https://qwik.builder.io/,01:14,103
356,Syntax.fm,https://syntax.fm,00:00,103
357,Sentry,https://sentry.io/,00:39,104
358,Lighthouse,https://developers.google.com/web/tools/lighthouse,06:58,105
359,PageSpeed Insights,https://pagespeed.web.dev/,07:20,105
360,Polypane,https://polypane.app/,06:58,105
361,Partytown,https://partytown.builder.io/,15:26,105
362,SvelteKit,https://kit.svelte.dev/,15:26,105
363,Gatsby,https://www.gatsbyjs.com/,17:31,105
364,Rust in Action book,https://www.manning.com/books/rust-in-action,03:45,106
365,Bevy game engine,https://bevyengine.org/,24:09,106
366,Syntax.fm,https://syntax.fm,00:39,107
367,Sentry.io,https://sentry.io/,01:44,107
368,Svelte,https://svelte.dev/,22:17,108
369,CSS color function,https://drafts.csswg.org/css-color/#modifying-colors,20:03,108
370,Alpine JS,https://alpinejs.dev/,00:47,109
371,LiveWire,https://laravel-livewire.com/,00:47,109
372,State of JS 2022,https://2022.stateofjs.com/,00:31,110
373,Data Explorer,https://2022.stateofjs.com/en-US/data-explorer/,03:22,110
374,Can I Use,https://caniuse.com,17:40,111
375,Container Query Polyfill,https://github.com/jonathantneal/container-query-polyfill,24:05,111
376,Sanity,https://www.sanity.io/,00:39,112
377,YNAB,https://www.youneedabudget.com/,17:01,113
378,Copilot,https://www.copilot.money/,17:10,113
379,Syntax.fm,https://syntax.fm,00:01,114
380,Tangible,https://www.tangiblematerials.com/,00:49,115
381,Observable,https://observablehq.com/,25:47,115
382,Data Visualization Society,https://www.datavisualizationsociety.com/,29:33,115
383,UpLift Desk,https://www.upliftdesk.com/,44:26,115
384,Container Queries,https://developer.mozilla.org/en-US/docs/Web/CSS/CSS_Container_Queries,07:18,116
385,Rust,https://www.rust-lang.org/,09:13,116
386,Touri,https://touri.dev/,10:39,116
387,Shoelace Web Components,https://shoelace.style/,20:55,116
388,Syntax.fm,https://syntax.fm,00:01,117
389,Scrivener,https://www.literatureandlatte.com/scrivener/overview,32:13,118
390,Mayfly,https://www.mayfly.com/,34:21,118
391,Engineering Management for the Rest of Us,https://www.amazon.com/Engineering-Management-Rest-Sarah-Drasner/dp/1492075046,00:48,118
392,Syntax podcast,https://syntax.fm,00:01,119
393,Syntax,https://syntax.fm,00:31,120
394,Polypane,https://polypane.app,01:02,121
395,Fix Ally,https://fixaoneoney.com,55:51,121
396,Superposition,https://superposition.design/,57:06,121
397,SvelteKit,https://kit.svelte.dev/,02:26,122
398,Rome tools,https://rome.tools/,07:01,122
399,Deno,https://deno.land/,08:32,122
400,Tailwind CSS,https://tailwindcss.com/,10:58,122
401,Open props,https://open-props.style/,11:12,122
402,GitHub Copilot,https://copilot.github.com/,18:13,122
403,Temporal API,https://tc39.es/proposal-temporal/,46:37,122
404,Tori,https://tori.dev/,11:12,123
405,Electron,https://www.electronjs.org/,10:17,123
406,ResortPass,https://www.resortpass.com/,12:20,124
407,Suavecito,https://suavecito.com/,46:21,124
408,Firebase,https://firebase.google.com,00:26,125
409,Nix package manager,https://nixos.org/,14:25,125
410,Cobalt2 theme,https://github.com/wesbos/cobalt2-vscode,52:58,125
411,Linode,https://linode.com/syntax,00:26,126
412,Sentry,https://sentry.io/,00:39,126
413,Freshbooks,https://freshbooks.com/syntax,00:54,126
414,Prismic,https://prismic.io/,01:46,127
415,LogRocket,https://logrocket.com/,00:51,127
416,PlanetScale,https://planetscale.com/,06:01,127
417,Supabase,https://supabase.io/,18:23,127
418,Neon,https://neon.tech/,22:45,127
419,Railway,https://railway.app/,23:19,127
420,MongoDB Atlas,https://www.mongodb.com/atlas/database,24:18,127
421,Fauna,https://fauna.com/,20:47,127
422,DynamoDB,https://aws.amazon.com/dynamodb/,19:51,127
423,Remotion,https://remotion.dev/,00:36,128
424,After Effects,https://www.adobe.com/products/aftereffects.html,04:05,128
425,Web Almanac,https://almanac.httparchive.org/en/2022/,00:21,129
426,Syntax Podcast,https://syntax.fm,00:38,131
427,Tuple,https://tuple.app/,01:15,131
428,Linode,https://www.linode.com/,00:54,132
429,LogRocket,https://logrocket.com/,00:54,132
430,FreshBooks,https://www.freshbooks.com/,00:54,132
431,GitHub Next,https://githubnext.com,00:01,133
432,Container queries enabled in Firefox Nightly,https://bugzilla.mozilla.org/show_bug.cgi?id=1764279,02:15,133
433,bun.sh,https://bun.sh,00:38,134
434,tuple.app/syntax,https://tuple.app/syntax,01:09,134
435,TweetDeck,https://tweetdeck.twitter.com,05:34,135
436,Syntax.fm,https://syntax.fm,00:16,136
437,Sentry,https://sentry.io/,01:03,136
438,Magic Bell,https://magicbell.com/,02:05,136
439,Saskatoon Berries,https://en.wikipedia.org/wiki/Amelanchier_alnifolia,04:34,137
440,Syntax podcast,https://syntax.fm,00:01,138
441,React Use RFC,https://github.com/reactjs/rfcs/blob/main/text/0398-react-use.md,00:35,139
442,Node.js,https://nodejs.org/,00:37,140
443,Deno,https://deno.land/,00:37,140
444,Rust,https://www.rust-lang.org/,06:40,140
445,Tokio,https://tokio.rs/,12:22,140
446,HTTP Archive CSS Almanac,https://almanac.httparchive.org/en/2020/css,00:21,141
447,Sentry,https://sentry.io/,02:00,142
448,Freshbooks,https://www.freshbooks.com/,02:50,142
449,Descript,https://www.descript.com/,31:55,142
450,Syntax Podcast,https://syntax.fm,00:00,143
451,Vercel,https://vercel.com,04:30,143
452,Zod,https://zod.dev/,00:33,145
453,LogRocket,https://logrocket.com/signup/,02:55,145
454,Linode,https://www.linode.com/syntax,04:00,145
455,Zod Discord,https://zod.dev/,23:05,145
456,CHADD,https://chadd.org,08:03,146
457,Docker GitHub incident,https://github.com/moby/moby/issues/22801,21:00,147
458,Zod,https://github.com/colinhacks/zod,06:43,148
459,Sanity,https://www.sanity.io/,03:18,148
460,Shaka Player,https://shaka-player-demo.appspot.com/,20:44,149
461,Sentry,https://sentry.io/,22:18,150
462,React Virtualized,https://github.com/bvaughn/react-virtualized,08:24,150
463,React Window,https://github.com/bvaughn/react-window,08:24,150
464,Quick,https://quickjs.dev,05:19,151
465,Quick Optimizer,https://quickjs.dev/docs/optimizing/optimizer,16:13,151
466,Quick City,https://quickjs.dev/guides/quick-start,19:51,151
467,Tola,https://www.tola.io/,02:05,152
468,React Query,https://tanstack.com/query,04:43,152
469,Wolf Stoves,https://www.wolfstoves.com/,02:47,153
470,Bookmarklet maker,https://github.com/mrcoles/bookmarklet-maker,07:42,154
471,CSS Tricks - Useful Bookmarklets,https://css-tricks.com/useful-bookmarklets/,08:34,154
472,Neovim,https://neovim.io/,03:52,155
473,LuaJIT,https://luajit.org/,07:21,155
474,Telescope,https://github.com/nvim-telescope/telescope.nvim,14:33,155
475,FVim,https://github.com/Kethku/neovide,16:28,155
476,LunarVim,https://www.lunarvim.org/,17:56,155
477,Syntax.fm,https://syntax.fm,00:00,156
478,Prismic,https://prismic.io/syntax,20:45,156
